0,1,2,3,4,5,6,7,8,9,10
14.5,0.96646,1.2255,1.2106,1.2853,1.3351,1.3127,1.306,1.2828,1.3119,1.3534
14.6,0.96646,1.2263,1.2023,1.2737,1.3584,1.3019,1.2869,1.2762,1.3127,1.3567
14.7,0.96646,1.2222,1.1956,1.272,1.355,1.3044,1.282,1.2571,1.3202,1.3608
14.8,0.96646,1.2097,1.194,1.2753,1.355,1.311,1.2529,1.2562,1.3251,1.3509
14.9,0.96646,1.2056,1.2064,1.2811,1.3476,1.2977,1.2612,1.2438,1.3227,1.3509
15,0.96646,1.2106,1.2139,1.2629,1.3442,1.2894,1.2496,1.2579,1.3293,1.3326
15.1,0.96646,1.2106,1.2147,1.2637,1.3484,1.2811,1.262,1.2529,1.3202,1.3227
15.2,0.96646,1.2014,1.2089,1.2587,1.3434,1.2795,1.2687,1.2504,1.3227,1.3359
15.3,0.96064,1.189,1.2056,1.2595,1.3318,1.2728,1.2587,1.2471,1.3193,1.3318
15.4,0.96064,1.1873,1.2031,1.2695,1.3293,1.2587,1.2753,1.2529,1.2936,1.3393
15.5,0.96064,1.1865,1.2106,1.2762,1.3202,1.2546,1.2869,1.2562,1.2878,1.3243
15.6,0.96064,1.184,1.2114,1.2845,1.311,1.2463,1.311,1.2595,1.2845,1.3276
15.7,0.96064,1.1832,1.2155,1.2919,1.306,1.2263,1.306,1.267,1.2836,1.3318
15.8,0.96064,1.1915,1.2147,1.2878,1.306,1.218,1.3077,1.2496,1.2479,1.3318
15.9,0.96147,1.1906,1.2072,1.2969,1.3202,1.2205,1.3143,1.2645,1.2496,1.321
16,0.96147,1.189,1.2081,1.2936,1.306,1.2255,1.306,1.267,1.2529,1.3293
16.1,0.96147,1.1973,1.2056,1.2811,1.3044,1.2288,1.2977,1.2803,1.2471,1.3177
16.2,0.96147,1.1923,1.2023,1.2753,1.306,1.228,1.282,1.2778,1.2521,1.3152
16.3,0.96147,1.1815,1.2014,1.2861,1.3168,1.228,1.2828,1.2795,1.2571,1.3285
16.4,0.96147,1.179,1.1964,1.2762,1.3202,1.2164,1.2903,1.2795,1.2537,1.3243
16.5,0.96147,1.1724,1.2039,1.2737,1.3235,1.2247,1.2994,1.272,1.2529,1.3185
16.6,0.96147,1.1666,1.2023,1.272,1.321,1.2222,1.3069,1.2745,1.2645,1.3135
16.7,0.96147,1.1773,1.2039,1.2571,1.3127,1.228,1.3019,1.2762,1.267,1.3085
16.8,0.96147,1.1757,1.2031,1.2637,1.3094,1.2155,1.3011,1.2778,1.2654,1.3044
16.9,0.96147,1.1765,1.1964,1.2512,1.3044,1.2205,1.2936,1.2811,1.2595,1.3085
17,0.96147,1.1749,1.1915,1.2463,1.2845,1.2363,1.2953,1.2911,1.2612,1.2986
17.1,0.96147,1.1715,1.1857,1.2496,1.2886,1.2537,1.2903,1.3152,1.2637,1.3085
17.2,0.96147,1.1707,1.1906,1.2629,1.2919,1.2579,1.2869,1.3243,1.2645,1.3177
17.3,0.96147,1.1749,1.1923,1.2637,1.2861,1.2488,1.3002,1.326,1.2512,1.2953
17.4,0.95068,1.1773,1.1989,1.2645,1.2853,1.2479,1.2944,1.3334,1.2546,1.2977
17.5,0.95068,1.1732,1.1832,1.272,1.2869,1.2537,1.2961,1.326,1.2521,1.3011
17.6,0.95068,1.1732,1.1832,1.2645,1.2836,1.2579,1.3011,1.3343,1.2587,1.3052
17.7,0.95068,1.174,1.1749,1.267,1.2869,1.2728,1.3002,1.3285,1.2786,1.2986
17.8,0.95068,1.174,1.1865,1.2679,1.2861,1.2728,1.3119,1.321,1.2737,1.2869
17.9,0.95068,1.1699,1.1823,1.2687,1.2878,1.2786,1.2869,1.3193,1.267,1.2745
18,0.95068,1.174,1.1724,1.2687,1.2961,1.2745,1.2845,1.3268,1.2662,1.2803
18.1,0.95068,1.1732,1.1649,1.2745,1.3002,1.2786,1.2853,1.3351,1.2604,1.2878
18.2,0.95815,1.1699,1.1732,1.277,1.3119,1.2861,1.2961,1.3492,1.2587,1.2753
18.3,0.95815,1.1666,1.1798,1.2654,1.3044,1.2811,1.2977,1.3334,1.2637,1.2762
18.4,0.95815,1.1574,1.1649,1.2595,1.3027,1.2944,1.2894,1.3376,1.2703,1.2654
18.5,0.95815,1.1657,1.1591,1.2571,1.2953,1.2986,1.2869,1.3467,1.2712,1.2695
18.6,0.95815,1.174,1.1616,1.267,1.3069,1.2861,1.2811,1.3484,1.2695,1.2728
18.7,0.95815,1.1649,1.1607,1.2654,1.3094,1.2919,1.2703,1.3509,1.272,1.2811
18.8,0.95898,1.1649,1.1674,1.2579,1.3152,1.2969,1.2654,1.3251,1.2811,1.2878
18.9,0.95898,1.1558,1.1616,1.2504,1.3268,1.3036,1.2778,1.326,1.2728,1.277
19,0.95898,1.1483,1.1624,1.2554,1.3185,1.2969,1.2728,1.3185,1.2479,1.2612
19.1,0.95898,1.145,1.1715,1.2554,1.316,1.3085,1.2745,1.3119,1.2712,1.2512
19.2,0.95898,1.1508,1.1823,1.262,1.3127,1.3077,1.282,1.3143,1.272,1.2438
19.3,0.95898,1.1483,1.1765,1.2662,1.3094,1.2986,1.2861,1.316,1.282,1.2313
19.4,0.95898,1.1466,1.1807,1.2679,1.3135,1.3044,1.2919,1.3019,1.2936,1.2429
19.5,0.94985,1.1441,1.1798,1.2637,1.3077,1.2961,1.2861,1.3152,1.2919,1.2346
19.6,0.94985,1.1425,1.1641,1.2728,1.3135,1.3077,1.2961,1.3276,1.2953,1.2413
19.7,0.94985,1.1383,1.1699,1.2745,1.3052,1.3036,1.2977,1.3376,1.3102,1.2488
19.8,0.94985,1.1408,1.189,1.2811,1.3011,1.2986,1.3002,1.3218,1.311,1.2446
19.9,0.94985,1.13,1.1857,1.2745,1.2836,1.2878,1.2869,1.3185,1.2903,1.2421
20,0.94819,1.1309,1.2006,1.2795,1.282,1.2936,1.2612,1.3069,1.2961,1.2562
20.1,0.94819,1.1259,1.2047,1.2679,1.2728,1.2828,1.2554,1.2928,1.306,1.2645
20.2,0.94819,1.1267,1.1998,1.2454,1.282,1.2886,1.2479,1.2919,1.2961,1.2703
20.3,0.94819,1.1267,1.1915,1.2479,1.2679,1.277,1.2496,1.3077,1.3011,1.2803
20.4,0.94819,1.1333,1.2006,1.2504,1.2803,1.282,1.2463,1.2919,1.2936,1.2894
20.5,0.92992,1.1333,1.1989,1.2529,1.2886,1.2919,1.2562,1.2886,1.3036,1.3011
20.6,0.92992,1.1358,1.1832,1.2637,1.2886,1.2911,1.2496,1.2936,1.2919,1.2969
20.7,0.92992,1.1342,1.1823,1.2695,1.2953,1.2977,1.2512,1.3002,1.2953,1.2936
20.8,0.92992,1.1317,1.1931,1.2595,1.2928,1.2919,1.2546,1.2869,1.3011,1.3019
20.9,0.93408,1.1234,1.194,1.2512,1.2919,1.2961,1.2529,1.2845,1.2903,1.2961
21,0.93408,1.1267,1.1815,1.2471,1.2811,1.3044,1.2662,1.2828,1.2894,1.2994
21.1,0.93408,1.1275,1.1807,1.2438,1.2861,1.3052,1.2595,1.2894,1.2861,1.3069
21.2,0.93241,1.125,1.1832,1.2429,1.2869,1.3002,1.2679,1.2703,1.2936,1.2986
21.3,0.93241,1.1309,1.1765,1.2429,1.2953,1.306,1.2546,1.2811,1.3002,1.3019
21.4,0.93241,1.1383,1.1798,1.2512,1.2911,1.3085,1.2463,1.2811,1.3094,1.311
21.5,0.93241,1.135,1.1699,1.238,1.2953,1.2986,1.2396,1.2728,1.3152,1.2977
21.6,0.9266,1.1201,1.1798,1.238,1.3011,1.2828,1.2272,1.2679,1.331,1.2878
21.7,0.9266,1.1209,1.1832,1.2521,1.3152,1.2961,1.2147,1.2762,1.3442,1.3044
21.8,0.9266,1.1234,1.1915,1.2421,1.3052,1.2869,1.2155,1.3011,1.3476,1.3027
21.9,0.9266,1.1342,1.194,1.2537,1.3143,1.2828,1.2147,1.2903,1.3442,1.3094
22,0.91664,1.1309,1.1881,1.2413,1.3218,1.2894,1.2321,1.2554,1.3368,1.3002
22.1,0.91664,1.125,1.2039,1.2405,1.3152,1.2911,1.2521,1.2521,1.3285,1.3069
22.2,0.91664,1.1275,1.2072,1.2438,1.3127,1.2886,1.2504,1.2488,1.326,1.3102
22.3,0.91664,1.1209,1.2047,1.2363,1.3036,1.3002,1.2537,1.2521,1.3343,1.3119
22.4,0.91581,1.1201,1.2006,1.2346,1.2969,1.3036,1.2562,1.2405,1.3467,1.3119
22.5,0.91581,1.1159,1.2072,1.2338,1.3119,1.2994,1.2512,1.2554,1.355,1.3077
22.6,0.91581,1.1234,1.1948,1.2463,1.2994,1.3036,1.228,1.2521,1.3492,1.3135
22.7,0.91581,1.1134,1.1981,1.2454,1.2986,1.3019,1.2222,1.2512,1.3476,1.316
22.8,0.90418,1.1126,1.2064,1.2321,1.3102,1.2845,1.2172,1.2654,1.3459,1.2977
22.9,0.90418,1.1159,1.2131,1.2355,1.3085,1.2919,1.2288,1.2612,1.3393,1.3127
23,0.90418,1.1142,1.2056,1.2338,1.3143,1.2695,1.2197,1.2454,1.331,1.3202
23.1,0.90335,1.1035,1.2064,1.2355,1.3359,1.2529,1.2346,1.2562,1.3467,1.326
23.2,0.90335,1.1043,1.2056,1.2396,1.3326,1.2546,1.2396,1.2637,1.3509,1.3185
23.3,0.90335,1.0985,1.2131,1.2263,1.326,1.2479,1.2272,1.2587,1.36,1.306
23.4,0.91332,1.1126,1.2014,1.2305,1.3285,1.2363,1.2313,1.2504,1.3625,1.3127
23.5,0.91332,1.1151,1.2047,1.2421,1.326,1.2479,1.2189,1.2562,1.3617,1.3002
23.6,0.91332,1.1151,1.2114,1.2587,1.3285,1.2288,1.218,1.2595,1.3525,1.2928
23.7,0.91249,1.1068,1.2072,1.2529,1.3027,1.2313,1.2238,1.2587,1.3484,1.3044
23.8,0.91249,1.1035,1.2006,1.2595,1.2919,1.2321,1.233,1.2662,1.3393,1.3011
23.9,0.91249,1.1093,1.2064,1.2612,1.3002,1.2255,1.238,1.2587,1.3334,1.3119
24,0.91249,1.1192,1.2222,1.2737,1.3036,1.2247,1.2421,1.2637,1.3384,1.3069
24.1,0.90834,1.1142,1.2131,1.2878,1.2953,1.2313,1.2396,1.282,1.3393,1.3152
24.2,0.90834,1.1026,1.2272,1.2795,1.2703,1.2512,1.2463,1.2811,1.3276,1.3127
24.3,0.90834,1.0985,1.2072,1.2712,1.277,1.2529,1.2521,1.2845,1.3318,1.3127
24.4,0.90668,1.1001,1.2089,1.2811,1.272,1.2637,1.2579,1.282,1.3451,1.3036
24.5,0.90668,1.101,1.2056,1.2762,1.2762,1.2604,1.2612,1.2894,1.3409,1.3052
24.6,0.90668,1.1035,1.2056,1.2778,1.2687,1.2571,1.2662,1.3011,1.3268,1.2944
24.7,0.90668,1.1026,1.2064,1.277,1.2645,1.2496,1.2554,1.3027,1.3193,1.2845
24.8,0.90335,1.0985,1.2139,1.2587,1.2687,1.2471,1.2679,1.2911,1.3318,1.2703
24.9,0.90335,1.0968,1.2172,1.2554,1.2679,1.2604,1.2496,1.3052,1.321,1.267
25,0.90335,1.0918,1.228,1.262,1.2662,1.2562,1.2595,1.321,1.3168,1.2662
25.1,0.89671,1.0976,1.228,1.2637,1.2546,1.2554,1.2454,1.3285,1.3185,1.2612
25.2,0.89671,1.1084,1.2272,1.2604,1.2488,1.2662,1.267,1.3417,1.3077,1.2645
25.3,0.89671,1.1076,1.2255,1.2521,1.2388,1.2629,1.2587,1.3384,1.2969,1.2645
25.4,0.89671,1.1118,1.2164,1.2629,1.2255,1.2745,1.2604,1.3459,1.2886,1.2687
25.5,0.89671,1.1059,1.2263,1.2429,1.2429,1.2762,1.2529,1.3476,1.2953,1.2869
25.6,0.89671,1.1043,1.2272,1.2371,1.2446,1.2737,1.2579,1.3185,1.2928,1.3036
25.7,0.89422,1.1076,1.228,1.2405,1.2463,1.282,1.2878,1.3185,1.2853,1.2961
25.8,0.89422,1.1109,1.2305,1.2446,1.2421,1.2969,1.2828,1.3185,1.282,1.306
25.9,0.89422,1.1151,1.2297,1.2396,1.2288,1.2961,1.2878,1.331,1.277,1.3185
26,0.89422,1.1134,1.2255,1.2629,1.2321,1.2961,1.2919,1.331,1.2861,1.3185
26.1,0.89173,1.1217,1.2305,1.267,1.2313,1.2869,1.2936,1.3185,1.2894,1.321
26.2,0.89173,1.1267,1.2388,1.2786,1.233,1.2886,1.3002,1.3227,1.2928,1.3193
