0,1,2,3,4,5,6,7,8,9,10
20.6,0.99967,2.0002,2.9865,3.601,3.5154,3.7172,3.7313,3.8143,3.8708,3.816
20.7,0.99967,2.0002,2.9865,3.5985,3.513,3.7288,3.7272,3.826,3.8882,3.8044
20.8,0.99967,2.0002,2.9865,3.5985,3.5196,3.7288,3.7529,3.8492,3.904,3.8227
20.9,0.99967,2.0002,2.9865,3.6043,3.5304,3.7313,3.7405,3.8401,3.9073,3.8359
21,0.99967,2.0002,2.9865,3.6126,3.5412,3.7338,3.7363,3.8509,3.9098,3.8359
21.1,0.99967,2.0002,2.9857,3.6134,3.5437,3.7114,3.7471,3.8675,3.9206,3.831
21.2,0.99967,2.0002,2.9857,3.6134,3.537,3.7139,3.7471,3.8907,3.9206,3.8334
21.3,0.99967,2.0002,2.9857,3.6134,3.5345,3.7097,3.7571,3.9107,3.9264,3.8409
21.4,0.99967,2.0002,2.9857,3.6184,3.5312,3.7172,3.7546,3.9048,3.9281,3.8351
21.5,0.99967,2.0002,2.9857,3.6142,3.5246,3.7147,3.7629,3.9239,3.9281,3.8085
21.6,0.99967,2.0002,2.9857,3.6126,3.5221,3.7197,3.7579,3.919,3.9414,3.8152
21.7,0.99967,2.0002,2.9857,3.6142,3.5254,3.7338,3.7778,3.9381,3.953,3.8143
21.8,0.99967,2.0002,2.9857,3.6134,3.5271,3.7429,3.7836,3.9331,3.953,3.8359
21.9,0.99967,2.0002,2.9857,3.6167,3.5304,3.7421,3.7894,3.9364,3.9414,3.8318
22,0.99967,2.0002,2.9857,3.6167,3.542,3.728,3.7853,3.9364,3.9264,3.8351
22.1,0.99967,2.0002,2.9857,3.6084,3.5387,3.728,3.7811,3.9356,3.919,3.8343
22.2,0.99967,2.0002,2.9857,3.6142,3.5404,3.7222,3.7778,3.9347,3.9048,3.8733
22.3,0.99967,2.0002,2.9857,3.6151,3.5412,3.7388,3.7703,3.9372,3.914,3.8965
22.4,0.99967,2.0002,2.9857,3.6226,3.5395,3.728,3.7629,3.9231,3.9356,3.9057
22.5,0.99967,2.0002,2.9857,3.6226,3.5487,3.7263,3.7554,3.9281,3.9414,3.8667
22.6,0.99967,2.0002,2.9857,3.6259,3.5462,3.7238,3.7654,3.9356,3.9439,3.8766
22.7,0.99967,2.0002,2.9857,3.6242,3.5412,3.7396,3.7811,3.9372,3.9439,3.8633
22.8,0.99967,2.0002,2.9857,3.6151,3.5561,3.7463,3.7919,3.948,3.9397,3.8617
22.9,0.99967,2.0002,2.9857,3.625,3.5678,3.7272,3.7894,3.9696,3.9381,3.8359
23,0.99967,2.0002,2.9857,3.6226,3.5702,3.7305,3.8019,3.9522,3.9414,3.8434
23.1,0.99967,2.0002,2.9857,3.6292,3.5736,3.7512,3.7861,3.9439,3.948,3.8334
23.2,0.99967,2.0002,2.9857,3.6167,3.5777,3.7571,3.7903,3.9472,3.943,3.8725
23.3,0.99967,2.0002,2.9857,3.6167,3.601,3.7471,3.8119,3.9439,3.9306,3.8542
23.4,0.99967,2.0002,2.9932,3.6118,3.5968,3.7504,3.8235,3.9389,3.9389,3.8708
23.5,0.99967,2.0002,2.9932,3.6109,3.6068,3.7413,3.8119,3.9596,3.9489,3.8725
23.6,0.99967,2.0002,2.9932,3.6051,3.6118,3.7305,3.821,3.9513,3.9322,3.8741
23.7,0.99967,2.0002,2.9932,3.601,3.5985,3.7421,3.8011,3.9372,3.9206,3.8816
23.8,0.99967,2.0002,2.9932,3.6001,3.6043,3.7454,3.8227,3.9256,3.9314,3.8542
23.9,0.99967,2.0002,2.9932,3.6051,3.6001,3.733,3.8011,3.9239,3.9231,3.8667
24,0.99967,2.0002,2.9932,3.5993,3.5893,3.7413,3.8052,3.9264,3.9347,3.8633
24.1,0.99967,2.0002,2.9932,3.6035,3.6043,3.7471,3.8143,3.9322,3.9239,3.8774
24.2,0.99967,2.0002,2.9932,3.6001,3.6001,3.7521,3.8052,3.9422,3.9198,3.8907
24.3,0.99967,2.0002,2.9932,3.596,3.6068,3.762,3.8185,3.9439,3.9198,3.8791
24.4,0.99967,2.0002,2.9932,3.6068,3.6043,3.7629,3.8268,3.9422,3.9223,3.8642
24.5,0.99967,2.0002,2.9932,3.5918,3.5968,3.7537,3.8077,3.9406,3.9273,3.8625
24.6,0.99967,2.0002,2.9932,3.5868,3.6068,3.7263,3.7795,3.9464,3.9156,3.8733
24.7,0.99967,2.0002,2.9932,3.5885,3.6001,3.7288,3.7861,3.9513,3.8916,3.8849
24.8,0.99967,2.0002,2.9932,3.5927,3.6026,3.7313,3.7753,3.9572,3.9098,3.8941
24.9,0.99967,2.0002,2.9932,3.5868,3.6084,3.7363,3.7795,3.9621,3.9107,3.9007
25,0.99967,2.0002,2.9932,3.5844,3.6068,3.7288,3.777,3.9621,3.9098,3.8808
25.1,0.99967,2.0002,2.9932,3.5785,3.6035,3.733,3.7795,3.9464,3.9115,3.8974
25.2,0.99967,2.0002,2.9932,3.5702,3.6109,3.7263,3.7737,3.9588,3.9181,3.8891
25.3,0.99967,2.0002,2.9932,3.5769,3.6059,3.733,3.762,3.9646,3.9372,3.8874
25.4,0.99967,2.0002,2.9932,3.5769,3.6026,3.7346,3.7587,3.9538,3.9165,3.8932
25.5,0.99967,2.0002,2.9932,3.5802,3.6026,3.7321,3.7504,3.9406,3.9223,3.9032
25.6,0.99967,2.0002,2.9932,3.5827,3.6142,3.7446,3.7321,3.9339,3.9397,3.9115
25.7,0.99967,2.0002,2.9932,3.5827,3.6142,3.7363,3.718,3.9356,3.9223,3.9173
25.8,0.99967,2.0002,2.9932,3.5744,3.6267,3.7288,3.7139,3.9281,3.9231,3.9281
25.9,0.99967,2.0002,2.9982,3.5719,3.6275,3.7238,3.7097,3.9206,3.9239,3.9107
26,0.99967,2.0002,2.9982,3.5678,3.6284,3.7197,3.7047,3.9073,3.9372,3.9073
26.1,0.99967,2.0002,2.9982,3.5611,3.6284,3.7222,3.7097,3.9082,3.9613,3.8965
26.2,0.99967,2.0002,2.9982,3.5636,3.6466,3.7122,3.7006,3.9198,3.9646,3.8882
