36.4,0.58951,0.61358,0.66174,0.59449
36.5,0.58535,0.61773,0.64846,0.59781
36.6,0.57871,0.60362,0.65344,0.59449
36.7,0.5812,0.61607,0.65178,0.6003
36.8,0.58535,0.61109,0.64846,0.59781
36.9,0.59947,0.6086,0.6551,0.58951
37,0.60777,0.60528,0.65593,0.58867
37.1,0.61026,0.60528,0.63766,0.56543
37.2,0.59366,0.6277,0.62687,0.56875
37.3,0.58369,0.61773,0.61607,0.58452
37.4,0.57954,0.63268,0.60943,0.60196
37.5,0.57954,0.61109,0.60362,0.61109
37.6,0.58701,0.60943,0.60113,0.61275
37.7,0.55961,0.60362,0.59947,0.60528
37.8,0.58286,0.60279,0.61441,0.62272
37.9,0.56626,0.59366,0.61192,0.6169
38,0.57041,0.6086,0.61773,0.62853
38.1,0.5729,0.61857,0.60611,0.6194
38.2,0.5812,0.60611,0.61857,0.63019
38.3,0.58037,0.6086,0.61192,0.62272
38.4,0.592,0.6194,0.60694,0.62106
38.5,0.58037,0.64264,0.61026,0.61192
38.6,0.58867,0.63268,0.60694,0.62106
38.7,0.60528,0.62438,0.60611,0.60777
38.8,0.60528,0.61441,0.59781,0.59283
38.9,0.61773,0.59034,0.59532,0.59698
39,0.60362,0.58535,0.59532,0.59117
39.1,0.592,0.60777,0.58037,0.57622
39.2,0.58784,0.60445,0.58037,0.58452
39.3,0.56294,0.59283,0.56377,0.58535
39.4,0.57041,0.61275,0.56294,0.59117
39.5,0.54301,0.61358,0.5729,0.57622
39.6,0.54716,0.62355,0.5812,0.58037
39.7,0.56294,0.6277,0.57124,0.58286
39.8,0.58369,0.62106,0.58203,0.58452
39.9,0.57041,0.61607,0.56543,0.59283
40,0.58369,0.6003,0.5812,0.59366
40.1,0.57788,0.62106,0.57207,0.6194
40.2,0.592,0.61441,0.57705,0.62521
40.3,0.59366,0.59781,0.57456,0.60196
40.4,0.59117,0.5729,0.57705,0.60113
40.5,0.59366,0.54965,0.58369,0.61275
40.6,0.59532,0.5538,0.58867,0.60943
40.7,0.59366,0.5538,0.592,0.63849
40.8,0.59283,0.54135,0.59366,0.64846
40.9,0.57788,0.52142,0.57373,0.62936
41,0.57871,0.51478,0.56875,0.63351
41.1,0.54633,0.51395,0.57622,0.64015
41.2,0.54384,0.51478,0.58784,0.64929
41.3,0.5538,0.50482,0.59781,0.65261
41.4,0.5646,0.50565,0.58452,0.63683
41.5,0.56792,0.52308,0.57871,0.63683
41.6,0.58286,0.52972,0.58452,0.61607
41.7,0.56128,0.52225,0.58203,0.62853
41.8,0.55712,0.52557,0.60113,0.63268
41.9,0.54799,0.5372,0.61192,0.63683
42,0.55048,0.54384,0.60777,0.63434
42.1,0.5646,0.53055,0.60279,0.63434
42.2,0.56958,0.53222,0.60279,0.63185
42.3,0.56128,0.5372,0.60113,0.62853
42.4,0.55712,0.55712,0.59864,0.63019
42.5,0.54301,0.54882,0.58286,0.62438
42.6,0.55297,0.54301,0.57871,0.61607
42.7,0.5538,0.53803,0.59947,0.63019
42.8,0.53222,0.54135,0.59449,0.62023
42.9,0.5372,0.52557,0.57954,0.60279
43,0.52723,0.53803,0.58951,0.62189
43.1,0.52225,0.54384,0.592,0.62521
43.2,0.51395,0.55712,0.60445,0.63185
43.3,0.52059,0.5729,0.59366,0.61773
43.4,0.51893,0.57373,0.58452,0.58701
43.5,0.5098,0.57705,0.57456,0.59034
43.6,0.51395,0.58867,0.56792,0.62687
43.7,0.51478,0.59698,0.56294,0.64347
43.8,0.52557,0.58701,0.56045,0.62604
43.9,0.52059,0.57207,0.58452,0.60694
44,0.53388,0.58203,0.592,0.61524
44.1,0.52889,0.58784,0.57622,0.60362
44.2,0.52557,0.58951,0.58701,0.58784
44.3,0.52557,0.58203,0.58784,0.59532
44.4,0.53138,0.5646,0.56958,0.58203
44.5,0.54633,0.56626,0.57124,0.5729
44.6,0.53305,0.55629,0.57456,0.57041
44.7,0.53886,0.56626,0.56792,0.58784
44.8,0.53388,0.55795,0.57041,0.58618
44.9,0.54799,0.57539,0.58286,0.58535
45,0.53055,0.58203,0.59449,0.59449
45.1,0.52474,0.58784,0.59698,0.58618
45.2,0.52889,0.57788,0.58369,0.60943
45.3,0.53471,0.56792,0.57705,0.58951
45.4,0.53388,0.56045,0.56792,0.6003
45.5,0.5264,0.57539,0.55131,0.61109
45.6,0.51561,0.58951,0.56626,0.60528
45.7,0.52889,0.58037,0.57124,0.61773
45.8,0.52806,0.58784,0.57539,0.60362
45.9,0.53803,0.58369,0.57622,0.61441
46,0.53388,0.59034,0.57788,0.61857
46.1,0.5455,0.58618,0.56294,0.64181
46.2,0.55629,0.60196,0.5646,0.63019
46.3,0.55546,0.6003,0.58452,0.63102
46.4,0.54633,0.60445,0.56211,0.6169
46.5,0.55214,0.59366,0.5538,0.59781
46.6,0.56294,0.5812,0.55712,0.60611
46.7,0.57705,0.56958,0.57871,0.60528
46.8,0.55048,0.55546,0.56875,0.6169
46.9,0.54052,0.55546,0.592,0.60694
47,0.54965,0.54218,0.59283,0.6003
47.1,0.56543,0.54882,0.58037,0.6086
47.2,0.57622,0.53886,0.5812,0.60694
47.3,0.5812,0.53305,0.60279,0.59615
47.4,0.58951,0.53222,0.59864,0.58701
47.5,0.57954,0.54301,0.60528,0.59615
47.6,0.59366,0.55048,0.59366,0.59947
47.7,0.58452,0.56792,0.58951,0.60362
47.8,0.57207,0.55463,0.58535,0.60196
47.9,0.56543,0.58203,0.57705,0.59698
48,0.56211,0.58452,0.58286,0.58369
48.1,0.56792,0.59034,0.57871,0.58452
48.2,0.55629,0.58037,0.58037,0.58867
48.3,0.55795,0.5729,0.59947,0.59034
48.4,0.55878,0.55878,0.60777,0.59366
48.5,0.54716,0.55878,0.62272,0.61192
48.6,0.53471,0.53886,0.63268,0.60943
48.7,0.53055,0.55048,0.61857,0.60445
48.8,0.54882,0.54965,0.62853,0.58037
48.9,0.55131,0.56045,0.59781,0.59034
49,0.55712,0.56377,0.59781,0.57622
49.1,0.5455,0.56875,0.60362,0.58535
49.2,0.53222,0.5729,0.61192,0.60694
49.3,0.54384,0.5729,0.59947,0.61773
49.4,0.55878,0.57041,0.58452,0.60943
49.5,0.57373,0.5538,0.58535,0.59366
49.6,0.55214,0.54965,0.58452,0.57456
49.7,0.56211,0.54218,0.56792,0.59864
49.8,0.57871,0.55546,0.57456,0.59615
49.9,0.58369,0.55463,0.59615,0.6169
50,0.59117,0.56377,0.59034,0.60777
50.1,0.58701,0.58618,0.57622,0.60611
50.2,0.60113,0.6003,0.58535,0.60196
50.3,0.58452,0.61275,0.58784,0.58951
50.4,0.60445,0.58286,0.59117,0.60196
50.5,0.58784,0.58037,0.60943,0.59615
50.6,0.59283,0.57622,0.6003,0.60445
50.7,0.59781,0.5646,0.59781,0.61192
50.8,0.59283,0.55878,0.59947,0.60196
50.9,0.57788,0.55463,0.60528,0.59034
51,0.57705,0.55214,0.60445,0.59698
51.1,0.55546,0.55712,0.58701,0.58037
51.2,0.56958,0.55297,0.60528,0.56875
51.3,0.58618,0.56128,0.59449,0.5646
51.4,0.59283,0.55712,0.60196,0.58037
51.5,0.58951,0.55048,0.62189,0.58701
51.6,0.59947,0.54467,0.60611,0.57705
51.7,0.58618,0.54882,0.58784,0.55546
51.8,0.59947,0.54052,0.57539,0.56377
51.9,0.60694,0.56294,0.58203,0.57373
52,0.60279,0.55795,0.58618,0.57124
52.1,0.61441,0.56709,0.58286,0.56958
52.2,0.60196,0.56294,0.56958,0.56128
52.3,0.6003,0.5646,0.57622,0.56543
52.4,0.59947,0.56377,0.57539,0.56211
52.5,0.60445,0.57539,0.57456,0.56128
52.6,0.59864,0.56377,0.56709,0.5646
52.7,0.61109,0.56294,0.56543,0.55961
52.8,0.61441,0.55048,0.58535,0.56045
52.9,0.61192,0.55546,0.57954,0.57041
53,0.60362,0.56128,0.58618,0.56543
53.1,0.60943,0.57456,0.5812,0.58784
53.2,0.61441,0.57456,0.57705,0.58701
53.3,0.62272,0.5812,0.56709,0.59366
53.4,0.60694,0.59117,0.58369,0.58452
53.5,0.6003,0.59947,0.57871,0.59366
53.6,0.61275,0.58369,0.58784,0.592
53.7,0.60113,0.60113,0.58203,0.58701
53.8,0.60113,0.61026,0.57456,0.59781
53.9,0.6003,0.61524,0.56543,0.59283
54,0.58369,0.58618,0.57788,0.59698
54.1,0.59532,0.58618,0.58784,0.59615
54.2,0.59532,0.57456,0.61275,0.60694
54.3,0.59034,0.57622,0.61109,0.60196
54.4,0.59781,0.57539,0.61857,0.59698
54.5,0.59532,0.57124,0.59781,0.58203
54.6,0.59117,0.56294,0.59366,0.59781
54.7,0.58369,0.55878,0.58535,0.61607
54.8,0.57954,0.57373,0.57622,0.60445
54.9,0.5812,0.58369,0.58037,0.60694
55,0.58286,0.60611,0.58867,0.59532
55.1,0.58452,0.61358,0.58369,0.61192
55.2,0.58618,0.59449,0.58037,0.61275
55.3,0.57456,0.58951,0.57124,0.60694
55.4,0.57788,0.61441,0.55463,0.61275
55.5,0.5812,0.60362,0.54384,0.62106
55.6,0.57871,0.61026,0.5181,0.62687
55.7,0.57622,0.58618,0.52059,0.62853
55.8,0.57041,0.58535,0.52972,0.62853
55.9,0.5646,0.57539,0.52889,0.61773
56,0.57373,0.57622,0.54135,0.60611
56.1,0.57871,0.56377,0.53305,0.58784
56.2,0.5812,0.56626,0.5372,0.5646
56.3,0.58618,0.56543,0.52972,0.56709
56.4,0.58618,0.57871,0.52474,0.57124
56.5,0.59615,0.57124,0.53305,0.58452
56.6,0.60113,0.57705,0.53055,0.57373
56.7,0.60362,0.60445,0.55048,0.55214
56.8,0.60528,0.60196,0.55131,0.55878
56.9,0.58618,0.57954,0.53554,0.57124
57,0.59366,0.57788,0.53305,0.56958
57.1,0.58701,0.5729,0.53886,0.57705
57.2,0.57456,0.5538,0.52889,0.56294
57.3,0.58618,0.55214,0.53637,0.57456
57.4,0.59283,0.55214,0.53388,0.58535
57.5,0.59532,0.55131,0.54882,0.60113
57.6,0.58618,0.54301,0.55131,0.59532
57.7,0.59366,0.55214,0.53637,0.60445
57.8,0.59864,0.56211,0.54301,0.61358
57.9,0.59532,0.55795,0.55131,0.61607
58,0.59615,0.54384,0.55878,0.62189
58.1,0.57788,0.54633,0.53803,0.62687
58.2,0.5812,0.54716,0.53222,0.64763
58.3,0.58867,0.53803,0.54218,0.63932
58.4,0.59366,0.54965,0.53637,0.64846
58.5,0.592,0.54633,0.52972,0.63517
58.6,0.58286,0.55297,0.54052,0.62853
58.7,0.59449,0.56792,0.55712,0.63019
58.8,0.6003,0.55878,0.55131,0.62604
